,0
0,0.10000000149011612
1,0.7674000263214111
2,0.7333999872207642
3,0.715499997138977
4,0.6919000148773193
5,0.7268000245094299
6,0.7639999985694885
7,0.7240999937057495
8,0.7311000227928162
9,0.7479000091552734
10,0.732200026512146
11,0.6481000185012817
12,0.7312999963760376
13,0.722100019454956
14,0.8116999864578247
15,0.7240999937057495
16,0.7222999930381775
17,0.7134000062942505
18,0.7096999883651733
19,0.7239000201225281
